,product,year,month,price,date
3448,"Мукалтин, 10 таблеток",2025,май,83.77,2025-05-01
3449,"Мукалтин, 10 таблеток",2025,июнь,86.72,2025-06-01
3450,"Мукалтин, 10 таблеток",2025,июль,88.66,2025-07-01
3451,"Мукалтин, 10 таблеток",2025,август,85.87,2025-08-01
3452,"Мукалтин, 10 таблеток",2025,сентябрь,85.78,2025-09-01
3453,"Мыло туалетное жидкое, 250 мл",2024,январь,165.36,2024-01-01
3454,"Мыло туалетное жидкое, 250 мл",2024,февраль,165.46,2024-02-01
3455,"Мыло туалетное жидкое, 250 мл",2024,март,167.05,2024-03-01
3456,"Мыло туалетное жидкое, 250 мл",2024,апрель,165.08,2024-04-01
3457,"Мыло туалетное жидкое, 250 мл",2024,май,164.21,2024-05-01
3458,"Мыло туалетное жидкое, 250 мл",2024,июнь,164.11,2024-06-01
3459,"Мыло туалетное жидкое, 250 мл",2024,июль,164.48,2024-07-01
3460,"Мыло туалетное жидкое, 250 мл",2024,август,167.85,2024-08-01
3461,"Мыло туалетное жидкое, 250 мл",2024,сентябрь,167.85,2024-09-01
3462,"Мыло туалетное жидкое, 250 мл",2024,октябрь,167.01,2024-10-01
3463,"Мыло туалетное жидкое, 250 мл",2024,ноябрь,165.08,2024-11-01
3464,"Мыло туалетное жидкое, 250 мл",2024,декабрь,155.14,2024-12-01
3465,"Мыло туалетное жидкое, 250 мл",2025,январь,155.9,2025-01-01
3466,"Мыло туалетное жидкое, 250 мл",2025,февраль,158.55,2025-02-01
3467,"Мыло туалетное жидкое, 250 мл",2025,март,159.46,2025-03-01
3468,"Мыло туалетное жидкое, 250 мл",2025,апрель,156.85,2025-04-01
3469,"Мыло туалетное жидкое, 250 мл",2025,май,166.57,2025-05-01
3470,"Мыло туалетное жидкое, 250 мл",2025,июнь,167.52,2025-06-01
3471,"Мыло туалетное жидкое, 250 мл",2025,июль,168.7,2025-07-01
3472,"Мыло туалетное жидкое, 250 мл",2025,август,168.32,2025-08-01
3473,"Мыло туалетное жидкое, 250 мл",2025,сентябрь,170.41,2025-09-01
3474,"Натрия хлорид, 0,9%, 100 мл",2024,январь,55.63,2024-01-01
3475,"Натрия хлорид, 0,9%, 100 мл",2024,февраль,56.15,2024-02-01
3476,"Натрия хлорид, 0,9%, 100 мл",2024,март,56.6,2024-03-01
3477,"Натрия хлорид, 0,9%, 100 мл",2024,апрель,62.23,2024-04-01
3478,"Натрия хлорид, 0,9%, 100 мл",2024,май,63.43,2024-05-01
3479,"Натрия хлорид, 0,9%, 100 мл",2024,июнь,63.55,2024-06-01
3480,"Натрия хлорид, 0,9%, 100 мл",2024,июль,59.19,2024-07-01
3481,"Натрия хлорид, 0,9%, 100 мл",2024,август,62.33,2024-08-01
3482,"Натрия хлорид, 0,9%, 100 мл",2024,сентябрь,61.88,2024-09-01
3483,"Натрия хлорид, 0,9%, 100 мл",2024,октябрь,62.47,2024-10-01
3484,"Натрия хлорид, 0,9%, 100 мл",2024,ноябрь,73.56,2024-11-01
3485,"Натрия хлорид, 0,9%, 100 мл",2024,декабрь,73.56,2024-12-01
3486,"Натрия хлорид, 0,9%, 100 мл",2025,январь,89.82,2025-01-01
3487,"Натрия хлорид, 0,9%, 100 мл",2025,февраль,89.85,2025-02-01
3488,"Натрия хлорид, 0,9%, 100 мл",2025,март,90.59,2025-03-01
3489,"Натрия хлорид, 0,9%, 100 мл",2025,апрель,88.96,2025-04-01
3490,"Натрия хлорид, 0,9%, 100 мл",2025,май,89.72,2025-05-01
3491,"Натрия хлорид, 0,9%, 100 мл",2025,июнь,89.72,2025-06-01
3492,"Натрия хлорид, 0,9%, 100 мл",2025,июль,89.51,2025-07-01
3493,"Натрия хлорид, 0,9%, 100 мл",2025,август,89.72,2025-08-01
3494,"Натрия хлорид, 0,9%, 100 мл",2025,сентябрь,89.51,2025-09-01
3495,"Нафазолин, 0,1%, 15 мл",2024,январь,62.51,2024-01-01
3496,"Нафазолин, 0,1%, 15 мл",2024,февраль,62.98,2024-02-01
3497,"Нафазолин, 0,1%, 15 мл",2024,март,62.53,2024-03-01
3498,"Нафазолин, 0,1%, 15 мл",2024,апрель,65.0,2024-04-01
3499,"Нафазолин, 0,1%, 15 мл",2024,май,64.95,2024-05-01
3500,"Нафазолин, 0,1%, 15 мл",2024,июнь,64.95,2024-06-01
3501,"Нафазолин, 0,1%, 15 мл",2024,июль,65.26,2024-07-01
3502,"Нафазолин, 0,1%, 15 мл",2024,август,84.93,2024-08-01
3503,"Нафазолин, 0,1%, 15 мл",2024,сентябрь,96.47,2024-09-01
3504,"Нафазолин, 0,1%, 15 мл",2024,октябрь,96.58,2024-10-01
3505,"Нафазолин, 0,1%, 15 мл",2024,ноябрь,85.02,2024-11-01
3506,"Нафазолин, 0,1%, 15 мл",2024,декабрь,84.3,2024-12-01
3507,"Нафазолин, 0,1%, 15 мл",2025,январь,99.67,2025-01-01
3508,"Нафазолин, 0,1%, 15 мл",2025,февраль,100.55,2025-02-01
3509,"Нафазолин, 0,1%, 15 мл",2025,март,104.8,2025-03-01
3510,"Нафазолин, 0,1%, 15 мл",2025,апрель,105.61,2025-04-01
3511,"Нафазолин, 0,1%, 15 мл",2025,май,107.8,2025-05-01
3512,"Нафазолин, 0,1%, 15 мл",2025,июнь,104.1,2025-06-01
3513,"Нафазолин, 0,1%, 15 мл",2025,июль,103.54,2025-07-01
3514,"Нафазолин, 0,1%, 15 мл",2025,август,102.58,2025-08-01
3515,"Нафазолин, 0,1%, 15 мл",2025,сентябрь,101.23,2025-09-01
3516,"Омепразол, 10 капсул",2024,январь,45.73,2024-01-01
3517,"Омепразол, 10 капсул",2024,февраль,46.22,2024-02-01
3518,"Омепразол, 10 капсул",2024,март,47.02,2024-03-01
3519,"Омепразол, 10 капсул",2024,апрель,47.31,2024-04-01
3520,"Омепразол, 10 капсул",2024,май,45.94,2024-05-01
3521,"Омепразол, 10 капсул",2024,июнь,45.16,2024-06-01
3522,"Омепразол, 10 капсул",2024,июль,45.69,2024-07-01
3523,"Омепразол, 10 капсул",2024,август,46.42,2024-08-01
3524,"Омепразол, 10 капсул",2024,сентябрь,48.74,2024-09-01
3525,"Омепразол, 10 капсул",2024,октябрь,51.08,2024-10-01
3526,"Омепразол, 10 капсул",2024,ноябрь,50.61,2024-11-01
3527,"Омепразол, 10 капсул",2024,декабрь,49.84,2024-12-01
3528,"Омепразол, 10 капсул",2025,январь,46.59,2025-01-01
3529,"Омепразол, 10 капсул",2025,февраль,45.65,2025-02-01
3530,"Омепразол, 10 капсул",2025,март,44.65,2025-03-01
3531,"Омепразол, 10 капсул",2025,апрель,45.82,2025-04-01
3532,"Омепразол, 10 капсул",2025,май,45.84,2025-05-01
3533,"Омепразол, 10 капсул",2025,июнь,48.47,2025-06-01
3534,"Омепразол, 10 капсул",2025,июль,48.67,2025-07-01
3535,"Омепразол, 10 капсул",2025,август,49.33,2025-08-01
3536,"Омепразол, 10 капсул",2025,сентябрь,49.65,2025-09-01
3537,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,январь,859.53,2024-01-01
3538,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,февраль,870.59,2024-02-01
3539,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,март,874.68,2024-03-01
3540,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,апрель,876.82,2024-04-01
3541,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,май,869.1,2024-05-01
3542,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,июнь,873.27,2024-06-01
3543,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,июль,877.71,2024-07-01
3544,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,август,881.48,2024-08-01
3545,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,сентябрь,904.16,2024-09-01
3546,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,октябрь,892.16,2024-10-01
3547,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,ноябрь,879.86,2024-11-01
3548,"Осельтамивир (Номидес), 75 мг, 10 капсул",2024,декабрь,876.55,2024-12-01
3549,"Парацетамол, 10 таблеток",2024,январь,47.93,2024-01-01
3550,"Парацетамол, 10 таблеток",2024,февраль,48.33,2024-02-01
3551,"Парацетамол, 10 таблеток",2024,март,48.42,2024-03-01
3552,"Парацетамол, 10 таблеток",2024,апрель,47.08,2024-04-01
3553,"Парацетамол, 10 таблеток",2024,май,46.51,2024-05-01
3554,"Парацетамол, 10 таблеток",2024,июнь,47.1,2024-06-01
3555,"Парацетамол, 10 таблеток",2024,июль,47.15,2024-07-01
3556,"Парацетамол, 10 таблеток",2024,август,47.96,2024-08-01
3557,"Парацетамол, 10 таблеток",2024,сентябрь,48.3,2024-09-01
3558,"Парацетамол, 10 таблеток",2024,октябрь,46.8,2024-10-01
3559,"Парацетамол, 10 таблеток",2024,ноябрь,47.51,2024-11-01
3560,"Парацетамол, 10 таблеток",2024,декабрь,47.68,2024-12-01
3561,"Парацетамол, 10 таблеток",2025,январь,41.18,2025-01-01
3562,"Парацетамол, 10 таблеток",2025,февраль,41.13,2025-02-01
3563,"Парацетамол, 10 таблеток",2025,март,41.17,2025-03-01
3564,"Парацетамол, 10 таблеток",2025,апрель,41.73,2025-04-01
3565,"Парацетамол, 10 таблеток",2025,май,41.06,2025-05-01
3566,"Парацетамол, 10 таблеток",2025,июнь,40.94,2025-06-01
3567,"Парацетамол, 10 таблеток",2025,июль,41.34,2025-07-01
3568,"Парацетамол, 10 таблеток",2025,август,41.52,2025-08-01
3569,"Парацетамол, 10 таблеток",2025,сентябрь,41.74,2025-09-01
3570,"Пенталгин, 24 таблетки",2025,январь,371.49,2025-01-01
3571,"Пенталгин, 24 таблетки",2025,февраль,376.02,2025-02-01
3572,"Пенталгин, 24 таблетки",2025,март,366.67,2025-03-01
3573,"Пенталгин, 24 таблетки",2025,апрель,379.08,2025-04-01
3574,"Пенталгин, 24 таблетки",2025,май,365.21,2025-05-01
3575,"Пенталгин, 24 таблетки",2025,июнь,373.45,2025-06-01
3576,"Пенталгин, 24 таблетки",2025,июль,385.4,2025-07-01
3577,"Пенталгин, 24 таблетки",2025,август,377.83,2025-08-01
3578,"Пенталгин, 24 таблетки",2025,сентябрь,389.33,2025-09-01
3579,"Перекись водорода, 3%, 100 мл",2024,январь,42.64,2024-01-01
3580,"Перекись водорода, 3%, 100 мл",2024,февраль,42.61,2024-02-01
3581,"Перекись водорода, 3%, 100 мл",2024,март,41.19,2024-03-01
3582,"Перекись водорода, 3%, 100 мл",2024,апрель,41.12,2024-04-01
3583,"Перекись водорода, 3%, 100 мл",2024,май,41.48,2024-05-01
3584,"Перекись водорода, 3%, 100 мл",2024,июнь,41.81,2024-06-01
3585,"Перекись водорода, 3%, 100 мл",2024,июль,41.56,2024-07-01
3586,"Перекись водорода, 3%, 100 мл",2024,август,41.73,2024-08-01
3587,"Перекись водорода, 3%, 100 мл",2024,сентябрь,42.63,2024-09-01
3588,"Перекись водорода, 3%, 100 мл",2024,октябрь,42.63,2024-10-01
3589,"Перекись водорода, 3%, 100 мл",2024,ноябрь,43.96,2024-11-01
3590,"Перекись водорода, 3%, 100 мл",2024,декабрь,44.83,2024-12-01
3591,"Перекись водорода, 3%, 100 мл",2025,январь,43.94,2025-01-01
3592,"Перекись водорода, 3%, 100 мл",2025,февраль,43.9,2025-02-01
3593,"Перекись водорода, 3%, 100 мл",2025,март,43.9,2025-03-01
3594,"Перекись водорода, 3%, 100 мл",2025,апрель,42.92,2025-04-01
3595,"Перекись водорода, 3%, 100 мл",2025,май,43.01,2025-05-01
3596,"Перекись водорода, 3%, 100 мл",2025,июнь,43.7,2025-06-01
3597,"Перекись водорода, 3%, 100 мл",2025,июль,46.04,2025-07-01
3598,"Перекись водорода, 3%, 100 мл",2025,август,47.24,2025-08-01
3599,"Перекись водорода, 3%, 100 мл",2025,сентябрь,46.69,2025-09-01
3600,"Перец сладкий свежий, кг",2025,январь,491.8,2025-01-01
3601,"Перец сладкий свежий, кг",2025,февраль,492.7,2025-02-01
3602,"Перец сладкий свежий, кг",2025,март,438.45,2025-03-01
3603,"Перец сладкий свежий, кг",2025,апрель,442.39,2025-04-01
3604,"Перец сладкий свежий, кг",2025,май,409.36,2025-05-01
3605,"Перец сладкий свежий, кг",2025,июнь,366.43,2025-06-01
3606,"Перец сладкий свежий, кг",2025,июль,363.1,2025-07-01
3607,"Перец сладкий свежий, кг",2025,август,365.76,2025-08-01
3608,"Перец сладкий свежий, кг",2025,сентябрь,384.29,2025-09-01
3609,"Печень говяжья, свиная, кг",2024,январь,376.0,2024-01-01
3610,"Печень говяжья, свиная, кг",2024,февраль,381.72,2024-02-01
3611,"Печень говяжья, свиная, кг",2024,март,384.95,2024-03-01
3612,"Печень говяжья, свиная, кг",2024,апрель,386.87,2024-04-01
3613,"Печень говяжья, свиная, кг",2024,май,388.32,2024-05-01
3614,"Печень говяжья, свиная, кг",2024,июнь,401.77,2024-06-01
3615,"Печень говяжья, свиная, кг",2024,июль,402.11,2024-07-01
3616,"Печень говяжья, свиная, кг",2024,август,400.45,2024-08-01
3617,"Печень говяжья, свиная, кг",2024,сентябрь,397.97,2024-09-01
3618,"Печень говяжья, свиная, кг",2024,октябрь,396.53,2024-10-01
3619,"Печень говяжья, свиная, кг",2024,ноябрь,400.34,2024-11-01
3620,"Печень говяжья, свиная, кг",2024,декабрь,402.93,2024-12-01
3621,"Печень говяжья, свиная, кг",2025,январь,401.71,2025-01-01
3622,"Печень говяжья, свиная, кг",2025,февраль,402.98,2025-02-01
3623,"Печень говяжья, свиная, кг",2025,март,403.51,2025-03-01
3624,"Печень говяжья, свиная, кг",2025,апрель,401.51,2025-04-01
3625,"Печень говяжья, свиная, кг",2025,май,409.21,2025-05-01
3626,"Печень говяжья, свиная, кг",2025,июнь,416.64,2025-06-01
3627,"Печень говяжья, свиная, кг",2025,июль,426.35,2025-07-01
3628,"Печень говяжья, свиная, кг",2025,август,454.06,2025-08-01
3629,"Печень говяжья, свиная, кг",2025,сентябрь,456.07,2025-09-01
3630,"Пиво, л",2024,январь,233.3,2024-01-01
3631,"Пиво, л",2024,февраль,232.89,2024-02-01
3632,"Пиво, л",2024,март,234.05,2024-03-01
3633,"Пиво, л",2024,апрель,237.26,2024-04-01
3634,"Пиво, л",2024,май,232.79,2024-05-01
3635,"Пиво, л",2024,июнь,235.6,2024-06-01
3636,"Пиво, л",2024,июль,235.42,2024-07-01
3637,"Пиво, л",2024,август,235.81,2024-08-01
3638,"Пиво, л",2024,сентябрь,233.54,2024-09-01
3639,"Пиво, л",2024,октябрь,235.66,2024-10-01
3640,"Пиво, л",2024,ноябрь,233.98,2024-11-01
3641,"Пиво, л",2024,декабрь,236.69,2024-12-01
3642,"Пиво, л",2025,январь,238.56,2025-01-01
3643,"Пиво, л",2025,февраль,242.43,2025-02-01
3644,"Пиво, л",2025,март,250.02,2025-03-01
3645,"Пиво, л",2025,апрель,252.06,2025-04-01
3646,"Пиво, л",2025,май,255.99,2025-05-01
3647,"Пиво, л",2025,июнь,256.4,2025-06-01
3648,"Пиво, л",2025,июль,258.03,2025-07-01
3649,"Пиво, л",2025,август,255.82,2025-08-01
3650,"Пиво, л",2025,сентябрь,255.73,2025-09-01
3651,"Ренгалин, 20 таблеток",2024,январь,357.27,2024-01-01
3652,"Ренгалин, 20 таблеток",2024,февраль,359.94,2024-02-01
3653,"Ренгалин, 20 таблеток",2024,март,374.7,2024-03-01
3654,"Ренгалин, 20 таблеток",2024,апрель,375.71,2024-04-01
3655,"Ренгалин, 20 таблеток",2024,май,379.78,2024-05-01
3656,"Ренгалин, 20 таблеток",2024,июнь,378.54,2024-06-01
3657,"Ренгалин, 20 таблеток",2024,июль,384.52,2024-07-01
3658,"Ренгалин, 20 таблеток",2024,август,383.35,2024-08-01
3659,"Ренгалин, 20 таблеток",2024,сентябрь,392.65,2024-09-01
3660,"Ренгалин, 20 таблеток",2024,октябрь,389.8,2024-10-01
3661,"Ренгалин, 20 таблеток",2024,ноябрь,398.32,2024-11-01
3662,"Ренгалин, 20 таблеток",2024,декабрь,397.9,2024-12-01
3663,"Ренгалин, 20 таблеток",2025,январь,386.26,2025-01-01
3664,"Ренгалин, 20 таблеток",2025,февраль,398.54,2025-02-01
3665,"Ренгалин, 20 таблеток",2025,март,393.16,2025-03-01
3666,"Ренгалин, 20 таблеток",2025,апрель,393.64,2025-04-01
3667,"Ренгалин, 20 таблеток",2025,май,409.12,2025-05-01
3668,"Ренгалин, 20 таблеток",2025,июнь,411.86,2025-06-01
3669,"Ренгалин, 20 таблеток",2025,июль,407.66,2025-07-01
3670,"Ренгалин, 20 таблеток",2025,август,399.09,2025-08-01
3671,"Ренгалин, 20 таблеток",2025,сентябрь,399.11,2025-09-01
3672,"Салициловая кислота, 40 мл",2025,январь,31.59,2025-01-01
3673,"Салициловая кислота, 40 мл",2025,февраль,31.57,2025-02-01
3674,"Салициловая кислота, 40 мл",2025,март,31.79,2025-03-01
3675,"Салициловая кислота, 40 мл",2025,апрель,31.72,2025-04-01
3676,"Салициловая кислота, 40 мл",2025,май,32.2,2025-05-01
3677,"Салициловая кислота, 40 мл",2025,июнь,32.1,2025-06-01
3678,"Салициловая кислота, 40 мл",2025,июль,32.4,2025-07-01
3679,"Салициловая кислота, 40 мл",2025,август,32.25,2025-08-01
3680,"Салициловая кислота, 40 мл",2025,сентябрь,32.19,2025-09-01
3681,"Салфетки влажные, упаковка 20 шт.",2024,январь,59.6,2024-01-01
3682,"Салфетки влажные, упаковка 20 шт.",2024,февраль,59.91,2024-02-01
3683,"Салфетки влажные, упаковка 20 шт.",2024,март,60.14,2024-03-01
3684,"Салфетки влажные, упаковка 20 шт.",2024,апрель,60.02,2024-04-01
3685,"Салфетки влажные, упаковка 20 шт.",2024,май,62.07,2024-05-01
3686,"Салфетки влажные, упаковка 20 шт.",2024,июнь,61.87,2024-06-01
3687,"Салфетки влажные, упаковка 20 шт.",2024,июль,61.77,2024-07-01
3688,"Салфетки влажные, упаковка 20 шт.",2024,август,61.69,2024-08-01
3689,"Салфетки влажные, упаковка 20 шт.",2024,сентябрь,61.4,2024-09-01
3690,"Салфетки влажные, упаковка 20 шт.",2024,октябрь,61.8,2024-10-01
3691,"Салфетки влажные, упаковка 20 шт.",2024,ноябрь,61.19,2024-11-01
3692,"Салфетки влажные, упаковка 20 шт.",2024,декабрь,61.42,2024-12-01
3693,"Салфетки влажные, упаковка 20 шт.",2025,январь,61.82,2025-01-01
3694,"Салфетки влажные, упаковка 20 шт.",2025,февраль,61.84,2025-02-01
3695,"Салфетки влажные, упаковка 20 шт.",2025,март,59.07,2025-03-01
3696,"Салфетки влажные, упаковка 20 шт.",2025,апрель,60.45,2025-04-01
3697,"Салфетки влажные, упаковка 20 шт.",2025,май,62.59,2025-05-01
3698,"Салфетки влажные, упаковка 20 шт.",2025,июнь,64.27,2025-06-01
3699,"Салфетки влажные, упаковка 20 шт.",2025,июль,65.55,2025-07-01
3700,"Салфетки влажные, упаковка 20 шт.",2025,август,65.18,2025-08-01
3701,"Салфетки влажные, упаковка 20 шт.",2025,сентябрь,66.01,2025-09-01
3702,"Сигареты с фильтром, пачка",2024,январь,195.03,2024-01-01
3703,"Сигареты с фильтром, пачка",2024,февраль,195.93,2024-02-01
3704,"Сигареты с фильтром, пачка",2024,март,196.81,2024-03-01
3705,"Сигареты с фильтром, пачка",2024,апрель,198.0,2024-04-01
3706,"Сигареты с фильтром, пачка",2024,май,197.37,2024-05-01
3707,"Сигареты с фильтром, пачка",2024,июнь,197.88,2024-06-01
3708,"Сигареты с фильтром, пачка",2024,июль,200.18,2024-07-01
3709,"Сигареты с фильтром, пачка",2024,август,201.73,2024-08-01
3710,"Сигареты с фильтром, пачка",2024,сентябрь,204.17,2024-09-01
3711,"Сигареты с фильтром, пачка",2024,октябрь,206.12,2024-10-01
3712,"Сигареты с фильтром, пачка",2024,ноябрь,207.38,2024-11-01
3713,"Сигареты с фильтром, пачка",2024,декабрь,207.84,2024-12-01
3714,"Сигареты с фильтром, пачка",2025,январь,207.19,2025-01-01
3715,"Сигареты с фильтром, пачка",2025,февраль,207.51,2025-02-01
3716,"Сигареты с фильтром, пачка",2025,март,209.56,2025-03-01
3717,"Сигареты с фильтром, пачка",2025,апрель,212.54,2025-04-01
3718,"Сигареты с фильтром, пачка",2025,май,214.58,2025-05-01
3719,"Сигареты с фильтром, пачка",2025,июнь,215.32,2025-06-01
3720,"Сигареты с фильтром, пачка",2025,июль,215.55,2025-07-01
3721,"Сигареты с фильтром, пачка",2025,август,215.97,2025-08-01
3722,"Сигареты с фильтром, пачка",2025,сентябрь,216.21,2025-09-01
3723,"Синупрет, 50 таблеток",2024,январь,878.38,2024-01-01
3724,"Синупрет, 50 таблеток",2024,февраль,916.97,2024-02-01
3725,"Синупрет, 50 таблеток",2024,март,969.19,2024-03-01
3726,"Синупрет, 50 таблеток",2024,апрель,943.08,2024-04-01
3727,"Синупрет, 50 таблеток",2024,май,962.83,2024-05-01
3728,"Синупрет, 50 таблеток",2024,июнь,966.66,2024-06-01
3729,"Синупрет, 50 таблеток",2024,июль,947.22,2024-07-01
3730,"Синупрет, 50 таблеток",2024,август,952.61,2024-08-01
3731,"Синупрет, 50 таблеток",2024,сентябрь,949.04,2024-09-01
3732,"Синупрет, 50 таблеток",2024,октябрь,899.09,2024-10-01
3733,"Синупрет, 50 таблеток",2024,ноябрь,853.33,2024-11-01
3734,"Синупрет, 50 таблеток",2024,декабрь,799.08,2024-12-01
3735,"Сливки питьевые, л",2024,январь,542.26,2024-01-01
3736,"Сливки питьевые, л",2024,февраль,521.46,2024-02-01
3737,"Сливки питьевые, л",2024,март,521.46,2024-03-01
3738,"Сливки питьевые, л",2024,апрель,523.97,2024-04-01
3739,"Сливки питьевые, л",2024,май,523.63,2024-05-01
3740,"Сливки питьевые, л",2024,июнь,525.86,2024-06-01
3741,"Сливки питьевые, л",2024,июль,523.08,2024-07-01
3742,"Сливки питьевые, л",2024,август,526.81,2024-08-01
3743,"Сливки питьевые, л",2024,сентябрь,528.32,2024-09-01
3744,"Сливки питьевые, л",2024,октябрь,524.6,2024-10-01
3745,"Сливки питьевые, л",2024,ноябрь,508.83,2024-11-01
3746,"Сливки питьевые, л",2024,декабрь,512.03,2024-12-01
3747,"Сливки питьевые, л",2025,январь,522.85,2025-01-01
3748,"Сливки питьевые, л",2025,февраль,514.88,2025-02-01
3749,"Сливки питьевые, л",2025,март,526.58,2025-03-01
3750,"Сливки питьевые, л",2025,апрель,547.02,2025-04-01
3751,"Сливки питьевые, л",2025,май,547.57,2025-05-01
3752,"Сливки питьевые, л",2025,июнь,541.09,2025-06-01
3753,"Сливки питьевые, л",2025,июль,541.96,2025-07-01
3754,"Сливки питьевые, л",2025,август,540.88,2025-08-01
3755,"Сливки питьевые, л",2025,сентябрь,545.08,2025-09-01
3756,"Спазмалгон, 10 таблеток",2025,январь,177.12,2025-01-01
3757,"Спазмалгон, 10 таблеток",2025,февраль,162.87,2025-02-01
3758,"Спазмалгон, 10 таблеток",2025,март,160.37,2025-03-01
3759,"Спазмалгон, 10 таблеток",2025,апрель,166.31,2025-04-01
3760,"Спазмалгон, 10 таблеток",2025,май,164.11,2025-05-01
3761,"Спазмалгон, 10 таблеток",2025,июнь,163.31,2025-06-01
3762,"Спазмалгон, 10 таблеток",2025,июль,163.89,2025-07-01
3763,"Спазмалгон, 10 таблеток",2025,август,161.84,2025-08-01
3764,"Спазмалгон, 10 таблеток",2025,сентябрь,157.79,2025-09-01
3765,"Сухие приправы, специи, кг",2024,январь,2285.2,2024-01-01
3766,"Сухие приправы, специи, кг",2024,февраль,2266.1,2024-02-01
3767,"Сухие приправы, специи, кг",2024,март,2266.1,2024-03-01
3768,"Сухие приправы, специи, кг",2024,апрель,2280.12,2024-04-01
3769,"Сухие приправы, специи, кг",2024,май,2324.28,2024-05-01
3770,"Сухие приправы, специи, кг",2024,июнь,2324.28,2024-06-01
3771,"Сухие приправы, специи, кг",2024,июль,2354.21,2024-07-01
3772,"Сухие приправы, специи, кг",2024,август,2355.04,2024-08-01
3773,"Сухие приправы, специи, кг",2024,сентябрь,2389.58,2024-09-01
3774,"Сухие приправы, специи, кг",2024,октябрь,2389.58,2024-10-01
3775,"Сухие приправы, специи, кг",2024,ноябрь,2389.58,2024-11-01
3776,"Сухие приправы, специи, кг",2024,декабрь,2394.87,2024-12-01
3777,"Сухие приправы, специи, кг",2025,январь,2481.17,2025-01-01
3778,"Сухие приправы, специи, кг",2025,февраль,2490.66,2025-02-01
3779,"Сухие приправы, специи, кг",2025,март,2648.05,2025-03-01
3780,"Сухие приправы, специи, кг",2025,апрель,2664.19,2025-04-01
3781,"Сухие приправы, специи, кг",2025,май,2693.53,2025-05-01
3782,"Сухие приправы, специи, кг",2025,июнь,2722.45,2025-06-01
3783,"Сухие приправы, специи, кг",2025,июль,2731.38,2025-07-01
3784,"Сухие приправы, специи, кг",2025,август,2760.77,2025-08-01
3785,"Сухие приправы, специи, кг",2025,сентябрь,2760.77,2025-09-01
3786,"Сухие супы в пакетах, кг",2024,январь,1380.92,2024-01-01
3787,"Сухие супы в пакетах, кг",2024,февраль,1430.44,2024-02-01
3788,"Сухие супы в пакетах, кг",2024,март,1430.44,2024-03-01
3789,"Сухие супы в пакетах, кг",2024,апрель,1470.14,2024-04-01
3790,"Сухие супы в пакетах, кг",2024,май,1509.67,2024-05-01
3791,"Сухие супы в пакетах, кг",2024,июнь,1512.02,2024-06-01
3792,"Сухие супы в пакетах, кг",2024,июль,1477.11,2024-07-01
3793,"Сухие супы в пакетах, кг",2024,август,1480.15,2024-08-01
3794,"Сухие супы в пакетах, кг",2024,сентябрь,1484.02,2024-09-01
3795,"Сухие супы в пакетах, кг",2024,октябрь,1486.95,2024-10-01
3796,"Сухие супы в пакетах, кг",2024,ноябрь,1486.95,2024-11-01
3797,"Сухие супы в пакетах, кг",2024,декабрь,1501.61,2024-12-01
3798,"Сухие супы в пакетах, кг",2025,январь,1544.94,2025-01-01
3799,"Сухие супы в пакетах, кг",2025,февраль,1544.94,2025-02-01
3800,"Сухие супы в пакетах, кг",2025,март,1545.69,2025-03-01
3801,"Сухие супы в пакетах, кг",2025,апрель,1522.88,2025-04-01
3802,"Сухие супы в пакетах, кг",2025,май,1524.77,2025-05-01
3803,"Сухие супы в пакетах, кг",2025,июнь,1560.85,2025-06-01
3804,"Сухие супы в пакетах, кг",2025,июль,1560.85,2025-07-01
3805,"Сухие супы в пакетах, кг",2025,август,1255.54,2025-08-01
3806,"Сухие супы в пакетах, кг",2025,сентябрь,1003.55,2025-09-01
3807,"Сырки творожные, глазированные шоколадом, кг",2024,январь,1367.65,2024-01-01
3808,"Сырки творожные, глазированные шоколадом, кг",2024,февраль,1426.62,2024-02-01
3809,"Сырки творожные, глазированные шоколадом, кг",2024,март,1440.1,2024-03-01
3810,"Сырки творожные, глазированные шоколадом, кг",2024,апрель,1440.1,2024-04-01
3811,"Сырки творожные, глазированные шоколадом, кг",2024,май,1465.28,2024-05-01
3812,"Сырки творожные, глазированные шоколадом, кг",2024,июнь,1480.27,2024-06-01
3813,"Сырки творожные, глазированные шоколадом, кг",2024,июль,1485.92,2024-07-01
3814,"Сырки творожные, глазированные шоколадом, кг",2024,август,1489.02,2024-08-01
3815,"Сырки творожные, глазированные шоколадом, кг",2024,сентябрь,1486.12,2024-09-01
3816,"Сырки творожные, глазированные шоколадом, кг",2024,октябрь,1537.4,2024-10-01
3817,"Сырки творожные, глазированные шоколадом, кг",2024,ноябрь,1589.8,2024-11-01
3818,"Сырки творожные, глазированные шоколадом, кг",2024,декабрь,1640.01,2024-12-01
